title,date,url,text
10% loonsverhoging voor werknemers energieproductie- en -leveringsbedrijven,2023-09-13,/nieuwsbericht/sectornieuws/fnv-overheid/2023/09/loonsverhoging-energieproductiebedrijven,"Het heeft even geduurd, maar werkgeversvereniging WENB en FNV Publiek Belang zijn akkoord over een nieuwe cao voor werknemers van energieproductie- en -leveringsbedrijven. Zij krijgen een loonsverhoging van 10% . Daarbovenop krijgen werknemers en uitzendkrachten met een voltijd dienstverband een eenmalig bedrag van 1000 euro als compensatie voor de inflatie. Marcelle Buitendam, bestuurder FNV Publiek Belang spreekt van een ‘vruchtbaar resultaat'.

‘Het was een intensief proces waarbij we de verschillende belangen van werkgevers en werknemers moesten overbruggen’, aldus Buitendam. ‘Dat was niet altijd makkelijk. Maar we hebben niet stilgezeten deze zomer. Door in gesprek te blijven, open te blijven staan voor elkaar en samen te zoeken naar mogelijke oplossingen, is het ons gelukt een goede cao af te spreken.’

10% in totaal

De nieuwe cao Energie Productie Levering (PLb) heeft een looptijd van 18 maanden. Per 1 oktober stijgen de salarissen van de werknemers met 6%. In januari en juni 2024 volgt dan nog eens een verhoging van 2%, wat het totaal dus 10% maakt. De eenmalige compensatie van 1.000 euro ontvangen de werknemers en uitzendkrachten meteen volgende maand al.

Minimumloon naar 15 euro

Ook wordt per 1 januari komend jaar een minimumloon van 15 euro bruto ingevoerd. Vakbond FNV wil het liefst dat het minimum loon naar 16 euro gaat, maar stemt toch in met dit voorstel. ‘Afgelopen zomer hebben we een groot koopkrachtonderzoek gehouden onder onze leden werkzaam bij de Energie Productie en Leveringsbedrijven. Deze eenmalige uitkering en structurele loonsverhoging voor iedereen (dus ook de uitzendkrachten) is buitengewoon verstandig‘, zegt Buitendam daarover. ‘In verhouding tot wat het minimumuurloon was -namelijk €12,12- is dit een forse stap. Met dit brede pakket aan arbeidsvoorwaarden hebben we laten zien dat we werkelijk aan iedere medewerker hebben gedacht.’

Stemming

Voordat de cao definitief wordt, stemmen de leden van de vakbonden over het bereikte resultaat. In de sector Energie Productie Levering werken 8.600 werknemers."
FNV: Sociale speerpunten mogen in Europese troonrede Von der Leyen niet ontbreken,2023-09-13,/nieuwsbericht/algemeen-nieuws/2023/09/fnv-sociale-speerpunten-mogen-in-europese-troonred,"Vandaag spreekt EU Commissievoorzitter Ursula von der Leyen haar ‘State of the Union’ uit. Nog een krap jaar heeft ze om haar beloftes waar te maken, voordat er nieuwe Europese verkiezingen zijn en er een volgende Europese Commissie aantreedt. In haar ‘Europese troonrede’ worden de piketpalen voor dit laatste jaar geslagen.

Volgens de FNV mogen eerlijk platformwerk, een rechtvaardige klimaat- en digitale transitie en een einde aan onbetaalde stageplaatsen voor jongeren in haar plannen niet ontbreken.

Leveren op reguleren platformwerk

Voor FNV Internationaal Secretaris Petra Bolster is het duidelijk dat één ding sowieso een speerpunt moet zijn: “Von der Leyen moet nu écht gaan leveren op Europese wetgeving die platformwerk eerlijk zal reguleren en de rechten van platformwerkers zal beschermen.” De onderhandelingen hierover tussen de EU-landen en het Europees Parlement zitten in de laatste fase. Er is nog maar een krap jaar over om tot een goed akkoord te komen. Hierbij gaat het al lang niet meer om enkel fietskoeriers. Bolster: “Platformbedrijven poppen nu op in bijna alle sectoren van de economie. Daarom is het keihard nodig dat we regels opstellen die mensen beschermen tegen de marktmacht van deze platform-multinationals.”

Echte zelfstandigen kunnen daarbij gewoon hun gang gaan, maar zogenaamde ‘schijnzelfstandigen’ – mensen die eigenlijk gewoon werknemer zijn - verdienen een cao mét de daarbij behorende bescherming van het arbeidsrecht. “Omdat je als platformwerker niet bij de algoritmes kunt die jouw werk aansturen is een omkering van de bewijslast nodig. Laat het platformbedrijf maar aantonen dat zij níet bepalen hoe jij je werkzaamheden uitvoert. Dan stoppen we schijnzelfstandigheid,” stelt Bolster. Sommige EU-landen willen het platformwerkers juist moeilijker in plaats van eenvoudiger maken om naar de rechter te stappen om hun recht te halen. “Dat mag de Europese Commissie niet laten gebeuren, dat kun je de platformwerkers die slechts fatsoenlijke arbeidsvoorwaarden willen niet aandoen,” stelt Bolster namens de FNV.

Sociale voorwaarden bij uitgeven van EU-geld

Er moeten wat de FNV betreft ook sociale voorwaarden worden verbonden aan het Europese begrotingsbeleid en bij publieke aanbestedingen, staatssteun en subsidies. Bij Europese aanbestedingen is ‘de laagste prijs boven kwaliteit en goede arbeidsvoorwaarden’ te lang leidend geweest. “Eigenlijk zou het een no-brainer moeten zijn om alleen nog EU-geld uit te geven bij een bedrijf dat ook een collectieve arbeidsovereenkomst getekend heeft,” zegt Bolster.

Om voorbereid te zijn op de toekomst is het goed dat er volop wordt ingezet op de klimaat- en de digitale transitie in Europa. Het is nog beter als de mensen die de transitie moeten maken daarbij kunnen rekenen op de bescherming van een cao. “In Europa wordt er door overheden een triljoen uitgegeven bij bedrijven, het is nodig om daar eisen aan te stellen zodat dat ook op een sociaal houdbare manier gebeurt, aldus de FNV-er. “Wat ons betreft moet dit de kern zijn van Europa’s nieuwe industriepolitiek.”

Stop onbetaalde stages

Ook jongeren mogen niet vergeten worden. “Werken voor nop, als je je eerste stappen richting de arbeidsmarkt zet, doet mij middeleeuws aan,” aldus Bolster. Gelukkig is in het Europees Parlement een initiatiefvoorstel aangenomen om betaling te verplichten bij stagewerkzaamheden. De Commissievoorzitter moet haar belofte houden en dit zo snel mogelijk omzetten in wetgeving. Bolster Damen: “Op deze manier garanderen we dat jongeren een goede start maken met hun loopbaan, we hebben geen moment te verliezen.”"
Aardbeving Marokko,2023-09-12,/nieuwsbericht/algemeen-nieuws/2023/09/aardbevding-marokko,"​​​​​​​De FNV is geschrokken van de omvang en gevolgen van de recente aardbeving in Marokko. De FNV kent een lange geschiedenis van solidariteit en samenwerking met de onafhankelijke vakbonden in Marokko, de agrarische vakbond FNSA en vakcentrale UMT.

Medeleven en solidariteit

Petra Bolster heeft namens de FNV inmiddels haar medeleven en solidariteit geuit met de slachtoffers en hun familieleden. Uiteraard leven we ook mee met onze leden en medewerkers die vrienden en familie hebben in de getroffen gebieden.

Onze Marokkaanse vakbondscollega’s mobiliseren op dit moment zo veel mogelijk steun onder hun leden voor de slachtoffers, zoals medische zorg, noodonderdak, voedsel, schoon water en psychosociale steun. Ook roepen ze hun leden op bloed te doneren en kleding, dekens en niet-bederfelijke levensmiddelen te verzamelen voor de hulpposten in het rampgebied.

Zwaarste aardbeving ooit

Het gaat om de zwaarste aardbeving ooit in het Noord-Afrikaanse land, met een kracht van 6,8. Het epicentrum lag vlak bij de historische stad Marrakesh. In het getroffen gebied van de Atlasregio is de schade groot. Zeker 300.000 mensen zijn getroffen door de aardbeving, schat de VN.

Volgens officiële cijfers zijn tot nu toe zeker 2122 mensen om het leven gekomen, en zijn er bijna 2500 gewonden gemeld. Maar de verwachting is dat deze cijfers nog oplopen.

Actieve vakbonden

In Marrakesh, Agadir en omgeving zijn de vakbonden actief waarmee de FNV intensieve contacten onderhoudt. Onder de leden van deze vakbonden en hun familieleden zijn ook slachtoffers gevallen, van sommigen zijn de huizen ingestort. Er zijn ook vakbondskantoren beschadigd.

Via een solidariteitsverklaring heeft de FNV haar vakbondscollega’s een hart onder de riem gestoken; ook zal de FNV via haar Solidariteitsfonds openstaan voor de mogelijkheid om haar partnerbonden in de toekomst financieel te ondersteunen om de klap van de aardbeving te boven te komen.

Het Rode Kruis heeft kort na de aardbeving gironummer 6868 opgezet. De FNV roept op om aan dit nummer te doneren."
FNV: Politiek zelf verantwoordelijk voor problemen van mensen met arbeidsbeperking,2023-09-12,/nieuwsbericht/sectornieuws/fnv-overheid/2023/09/fnv-politiek-zelf-verantwoordelijk-voor-problemen,"Vakbond FNV deelt de zorgen van Cedris, de vereniging die zich sterk maakt voor een inclusieve arbeidsmarkt. Uit recente cijfers blijkt dat veel mensen met een arbeidsbeperking er niet in slagen om een baan te vinden. Dit jaar gingen er 3400 mensen minder aan de slag dan een jaar eerder. Volgens de FNV is de politiek zelf verantwoordelijk voor de problemen in de sector.

‘Hierover trekken wij al jaren aan de bel’, zegt Peter Wiechmann, bestuurder FNV Sociale Ontwikkelbedrijven. ‘Wij hebben een plan klaarliggen dat een groot deel van die problemen kan oplossen.’

De FNV heeft zelf een plan gemaakt dat er voor zorgt dat meer mensen met een arbeidsbeperking duurzaam aan het werk kunnen. Dit is op basis van een springplank-vangnet principe. ‘We willen met de springplank mensen met een arbeidsbeperking naar regulier werk helpen, maar mocht dat even niet lukken dan is er een vangnet om hun op te vangen’, legt Wiechmann het plan in het kort uit. ‘Maar door de enorme bezuinigingen met de komst van de Participatiewet is er veel te weinig geld om dit te realiseren. .’

Niets doen

Wiechmann doelt daarbij op het feit dat zowel de Tweede Kamer als het kabinet jarenlang het belang van de Sociale Ontwikkelbedrijven onderstrepen en de zorg over hun voortbestaan benoemen, maar uiteindelijk niets doen. De Tweede Kamer heeft in ruime meerderheid ingestemd met een initiatief van CDA en SP, waarin het FNV plan grotendeels is overgenomen. Maar ook dat heeft nog steeds niet geleid tot daden of meer geld.

BV Nederland

‘Een grof schandaal’, zegt Kitty Jong, vicevoorzitter FNV daarover. ‘Als mensen al werk vinden krijgen ze bovendien minimaal betaald. Dit is allemaal veroorzaakt door kabinetsbeleid van Rutte 2 en 3. Als gevolg daarvan zijn wij inmiddels verworden tot de BV Nederland in plaats van een samenleving. De nieuwe Kamer en het komende kabinet moeten eindelijk gaan doorpakken: iedereen heeft de mond vol over bestaanszekerheid, ik zou zeggen: begin met het verbeteren van de positie van deze mensen.'

Schuld

‘Bovendien staat de mensen met een arbeidsbeperking het water inmiddels aan de lippen’, vult Peter Wiechmann, bestuurder FNV Sociale Ontwikkelbedrijven aan. ‘Ze hebben -in tegenstelling tot werknemers die rechtstreeks voor een gemeente werken- geen enkele vorm van compensatie gehad voor de enorme inflatie waar we mee te maken hebben. Sommigen hebben amper geld om eten te kopen. Wij voeren al geruime tijd actie voor een betere cao, maar de Vereniging Nederlandse Gemeenten (VNG) die deze mensen in dienst heeft wijst naar Den Haag en Den Haag wijst naar de VNG. Ondertussen doet nu iedereen of ze het zo erg vinden dat deze mensen in de kou staan. Als je dat echt vindt, doe er dan wat aan! De schuld voor dit probleem ligt bij de politiek zelf.’"
Vakbonden: Wet Werken Waar je Wilt keihard nodig,2023-09-12,/nieuwsbericht/algemeen-nieuws/2023/09/vakbonden-wet-werken-waar-je-wilt-keihard-nodig,"Het is nodig dat werknemers meer te zeggen krijgen over de plek waar ze werken om bijvoorbeeld werk en zorg beter te kunnen combineren, dat staat een brief die de vakbond FNV, CNV en VCP naar de Eerste Kamer hebben gestuurd. Vandaag wordt daar het wetsvoorstel ‘Werken waar je Wilt behandeld. Het is volgens de bonden belangrijk dat ook de Eerste Kamer voor het wetsvoorstel stemt.

Als deze wet wordt aangenomen kan de werkgever een verzoek om de arbeidsplaats te wijzigen alleen nog weigeren wanneer dit redelijkerwijs niet van de werkgever verlangd kan worden. Deze wet is hard nodig: een kwart van alle thuiswerkers wordt verplicht om weer naar kantoor te komen, blijkt uit recent CNV-onderzoek.

Laagbetaalde (flex)werknemer ervaart minder keuzevrijheid

De coronacrisis heeft duidelijk gemaakt voor wie het mogelijk en niet mogelijk is om (deels) thuis te werken. Voor de werknemers waarbij het wel mogelijk is moet een goede balans tussen thuiswerken en op kantoor mogelijk zijn. FNV-vicevoorzitter Kitty Jong: “Vooral mensen met een flexcontract of laagbetaald werk hebben te weinig te zeggen over waar ze werken. Deze wet vergroot de zeggenschap van werknemers, geeft ze een stok achter de deur en is goed voor de werk-privébalans.”

Van willekeur naar wet

Niet alleen de scheve verhouding tussen beroepsgroepen baart de bonden zorgen. Ook de machtsverhouding tussen werkgever en werknemer bij de keuze van werkplek is nu niet goed geregeld. Ondanks dat uit een onderzoek van werkgeversvereniging AWVN blijkt dat veel werkgevers al afspraken maken over thuiswerken is een wetswijziging nog steeds noodzakelijk. Uit CNV-onderzoek blijkt namelijk dat steeds meer werkgevers hun medewerkers verplichten om weer naar kantoor te komen. “80% van de werknemers werkt graag hybride, 42% werkt het liefst thuis. Voor 63% helpt thuiswerken om gezond te kunnen blijven werken. 68% werkt thuis efficiënter en effectiever dan op kantoor. Thuiswerken zorgt daarnaast voor minder file-stress en minder CO2-uitstoot’ aldus Piet Fortuin, CNV-voorzitter.

Huidige wet biedt minder kans op hybride werken

Het wetsvoorstel is in lijn met het SER-advies Hybride werken uit 2022. Daarmee is er zowel onder werkgevers als werknemers veel draagvlak voor deze wet. De SER stelde toen dat de huidige Wet Flexibel Werken uit 2015 nog niet genoeg zeggenschap geeft aan werknemers over waar ze werken en dat daarmee de kansen op hybride werken worden belemmerd. Ook de Wetenschappelijke Raad voor het Regeringsbeleid (WRR) pleitte in 2020 voor meer grip op werk en leven door mensen meer zeggenschap te geven. Het Sociaal Cultureel Planbureau (SCP) benadrukte daarnaast dat ‘werken waar je wilt’ belangrijk is voor de kwaliteit van werk en dat het belangrijk is daarbij extra aandacht te geven aan die werknemers waarvoor die zeggenschap niet vanzelfsprekend is.

Volgens VCP-voorzitter, Nic van Holstein mag dat laatste niet over het hoofd gezien worden: “Het is zaak dat óók mensen in bijvoorbeeld zorg, onderwijs en veiligheid hun werk af en toe thuis moeten kunnen doen als het werk zich daarvoor leent. Bijna elk beroep kent administratieve taken en die kun je ook veilig en rustig elders doen. Daarnaast biedt deze wet ook de mogelijkheid om juist wel op kantoor te kunnen werken als de werkgever thuiswerken probeert af te dwingen.”"
"FNV: Goeree-Overflakkee respecteert demonstratierecht niet, mogelijk juridische stappen",2023-09-08,/nieuwsbericht/sectornieuws/uitkeringsgerechtigden/2023/09/fnv-goeree-overflakkee-respecteert-demonstratierec,"De geplande manifestatie van de FNV tegen de verdringing van betaald werk door vrijwilligers op vrijdag 8 september in de gemeente Goeree-Overflakkee gaat gewoon door. Al heeft de gemeente een flink aantal restricties opgelegd. ‘Dit gaat gewoon in tegen het recht om te protesteren en manifesteren”, zegt Maureen van der Pligt, FNV-bestuurder Uitkeringsgerechtigden. ‘Wij pikken dit niet en ondernemen desnoods juridische stappen.’

De manifestatie in Goeree-Overflakkee wordt gehouden vanwege de vrijwilligersdag die plaatsvindt in Middelharnis. Er is door de vakbond keurig om toestemming gevraagd voor een korte manifestatie met muziek, maar de gemeente legt ineens allerlei beperkingen op. Zo geeft de gemeente geen toestemming voor de inzet van een straatorkest of moet de manifestatie 500 meter verderop worden gehouden.

Verstoring

Als reden geeft de gemeente Goeree-Overflakkee dat de inzet van het orkest een verstoring zou kunnen opleveren voor een nabijgelegen school en omwonenden. Dit terwijl de kinderen om 16.00 uur allang thuis zijn en het festival van de gemeente zelf meer geluidsoverlast zal produceren.

Inperking demonstratie- en manifestatierecht

‘Deze beslissing heeft de gemeente Goeree-Overflakkee genomen zonder dat de manifestatie tegen een verordening ingaat’, zegt FNV-bestuurder Maureen van der Pligt daarover. ‘Er is voor zover wij kunnen beoordelen geen enkele grond waarop dit verboden kan worden. Dit neigt naar inperking van demonstratie- en manifestatierecht.’

Grondrecht

De FNV dient bezwaar in tegen de beslissing van de gemeente. Ook overweegt de vakbond een gang naar de rechter. ‘Dit gaat gewoon in tegen de rechten van een vakbond’, legt Van der Pligt uit. ‘Dat grondrecht vinden wij zo belangrijk dat we desnoods een bodemprocedure beginnen tegen de gemeente Goeree-Overflakkee.’

Pleister op de mond

Het orkest zal overigens gewoon aanwezig zijn bij de manifestatie maar dan met afgeplakte monden om te laten zien dat de gemeente Goeree-Overflakkee ze letterlijk het zwijgen heeft opgelegd."
Tweede Kamer: landbouwgif glyfosaat niet meer gebruiken in EU,2023-09-07,/nieuwsbericht/sectornieuws/agrarisch-groen/2023/09/tweede-kamer-wil-landbouwgif-glyfosaat-niet-meer-t,"De Tweede Kamer heeft zich vandaag heel duidelijk uitgesproken: de zeer schadelijke onkruidverdelger glyfosaat, beter bekend onder de merknaam Roundup, moet niet meer worden toegelaten in de Europese Unie. De risico’s van dit middel voor mensen, dieren en milieu zijn veel te hoog en dat is al jarenlang bekend.

Oproep aan de minister

De FNV, Natuur & Milieu en de Parkinson Vereniging roepen minister Adema op naar de Tweede Kamer te luisteren en in Brussel tegen de verlenging van glyfosaat te stemmen.

Schadelijkheid

Glyfosaat kan schade veroorzaken aan hersenen en zenuwen. Het is volgens de Wereld Gezondheidsorganisatie waarschijnlijk kankerverwekkend, heeft waarschijnlijk een relatie met het ontstaan van de ziekte van Parkinson, is giftig voor zoogdieren en slecht voor het waterleven en waterkwaliteit. De Europese toelatingsinstantie erkent zelf dat er in het onderzoek, voorafgaand aan de toelating van de glyfosaat, data ontbreken en nog veel onduidelijk is.

Naar een gezond landbouwsysteem voor mens en dier

Kortom, dit middel hoort niet thuis in een gezond landbouwsysteem dat oog heeft voor de gezondheid van mensen en natuur. Dit is voor minister Adema hét moment om te laten zien dat belangen van mensen, dieren en milieu zwaarder wegen dan die van bestrijdingsmiddelenindustrie, aldus de coalitie van maatschappelijke organisaties."
"FNV: De badmeester verzuipt, FNV komt met broodnodige verbeterpunten",2023-09-07,/nieuwsbericht/sectornieuws/sport-bewegen/2023/09/fnv-de-badmeester-verzuipt-fnv-komt-met-broodnodig,"In veel plaatsen in Nederland hebben publiek toegankelijke zwembaden het moeilijk. Reden: de zwemonderwijzers krijgen te weinig betaald en dreigen kopje onder te gaan. De FNV heeft een inventarisatie gemaakt en doet in een speciaal witboek aanbevelingen voor verbeteringen. Het eerste exemplaar van het witboek wordt 8 september uitgereikt aan Maarten Poorter, burgemeester van de gemeente Dijk en Waard.

Door oplopende personeelstekorten gaan er steeds meer zwembaden dicht. Het vak zal verdwijnen als er niet snel iets gebeurt. Rampzalig voor bezoekers, het personeel én de zwemveiligheid van kinderen.

Ingrid Koppelman, bestuurder Publiek Belang bij FNV onderschrijft dat het echt 5 voor 12 is voor zwembaden: ‘Zaken moeten echt anders geregeld worden in de zwembadsector, willen ze het hoofd boven water houden.’

Zorgen om toekomst

De uitreiking wordt namens de FNV gedaan door zwemonderwijzer Angela Lammers, samen met Minne Dolstra, directeur van zwembad Waardergolf in Heerhugowaard. Beiden pleitten voor betere lonen voor zwembadpersoneel in Nederland. Angela is een van de weinige zwemonderwijzers in Nederland die fulltime lesgeeft. Zij ziet dat de sector worstelt en zij maakt zich dan ook grote zorgen over de toekomst van de zwembadensector. Angela staat ook op de voorkant van het witboek.

Verschillende cao’s

‘Er moet meer personeel bij en dus moet er meer geld in worden geïnvesteerd door gemeenten’, legt FNV-bestuurder Ingrid Koppelman uit. ‘Om het helemaal ingewikkeld te maken zijn er binnen de zwembadsector ook nog eens drie verschillende cao’s met daarbij drie verschillende beloningsschalen. Zo kan het voorkomen dat je voor hetzelfde werk in de ene plaats meer verdient dan in een andere plaats. Zo wordt het natuurlijk wel heel lastig om personeel vast te houden.’

Gelijke lonen

Koppelman doelt op het feit dat een zwembad-cao soms onder de ‘gemeente cao’ valt. ‘Als je als werknemer onder de cao gemeenten valt dan heb je geluk. Want dat kan zo maar zo’n 15% meer inkomen betekenen. Maar dat is natuurlijk wel zuur voor degene die onder de ‘cao zwembad’ valt. Die krijgt namelijk minder dan zijn collega die exact hetzelfde werk doet. Wij pleiten er voor om alle lonen gelijk te trekken en dat er één cao komt voor de hele branche.’

Petitie

Om gemeenten bewust te maken van dit feit wordt onder meer het witboek aangeboden. De overhandiging van het eerste exemplaar is tevens de start van een estafette-campagne; op meerdere plaatsen wordt er aandacht gevraagd voor de situatie waarin zwemonderwijzers zich bevinden. Ook is er een petitie gestart die inmiddels al bijna 1000 keer is getekend. ‘Wij hopen dat heel Nederland zich achter de zwemonderwijzer schaart. We gaan naar aanleiding van de petitie en het witboek met elkaar in gesprek om te zorgen voor de best mogelijke arbeidsvoorwaarden. Angela en haar collega’s hebben dat echt nodig om het hoofd boven water te kunnen houden.’

De petitie staat hier."
Ultimatum KLM Grondpersoneel,2023-09-07,/nieuwsbericht/sectornieuws/schiphol/2023/09/ultimatum-klm-grondpersoneel,"De cao die KLM aan het grondpersoneel aanbiedt is op veel punten ruim onvoldoende. Geen koopkrachtbehoud, geen zekerheid op veilig en gezond werk en geen zicht op een vast contract zijn slechts drie zaken waar het bedrijf tekort schiet. Om duidelijk te stellen dat deze cao geen optie is, overhandigden werknemers van KLM Grondpersoneel vandaag een ultimatum aan de directie. Gaat de directie hier niet op in, dan volgen er acties.

David van de Geer, bestuurder FNV Luchtvaart: ‘KLM stelde een cao voor met een ‘verbeterd loonbod’. Het is dan misschien wel beter, maar al met al worden werknemers nog steeds werkend armer. Daarnaast is loon belangrijk, maar niet zaligmakend. Daarom moet ook het recht op veilig en gezond werk in de cao worden opgenomen.’

Arbeidsinspectie

Dat laatste is vooral van belang bij de vracht- en bagageafhandeling. Dat het daar niet goed gaat, blijkt ook uit de dwangsom die woensdag is opgelegd door de arbeidsinspectie. Die stelde vast dat er te weinig maatregelen zijn genomen om het werk voor deze groep werknemers te verlichten. FNV Luchtvaart wil dat de bezettings- en belastingsnormen in de cao worden vastgelegd. Van de Geer: ‘Houd bij hoeveel mensen tillen en hoe lang zij kunnen herstellen. En leg vast hoeveel mensen minimaal nodig zijn om een vliegtuig leeg te halen. Als er een piloot te weinig is, vertrekt een vlucht niet. Maar op de grond moeten ze het werk voor acht personen soms met drie mensen doen. Daardoor raakt het personeel overbelast.'

Vroegpensioen en contracten

Gevolg van die overbelasting, is dat personeel op een ongezonde manier richting het pensioen gaat. FNV Luchtvaart pleit er dan ook voor dat de vroegpensioenregeling voor personeel wordt verbeterd: drie jaar eerder stoppen met werken, met behoud van pensioenopbouw. Daarnaast dringt de FNV aan op vaste contracten voor het personeel. Van de Geer: ‘KLM leidt personeel op, om ze na vijf jaar weer op straat te zetten. Geef deze werknemers een vast contract. Dat zorgt voor continuïteit in het bedrijf en voorkomt onrust bij het personeel.’

Koopkrachtbehoud

In het verbeterde loonbod dat de KLM deed, bood het 9% loonsverhoging over twee jaar, aangevuld met een eventuele inflatiecorrectie van maximaal 2% per 1 januari 2025. FNV Luchtvaart eist een loonsverhoging van 14,3% ter compensatie van de inflatie over 2023 en voor 2024 automatische prijscompensatie.

Verloop ultimatum

Het ultimatum dat FNV Luchtvaart aan de KLM aanbiedt, verloopt donderdag 14 september. Heeft de directie voor die tijd niets laten weten, dan volgt er een staking."
"Investeer in beter bereikbaar, betrouwbaar en betaalbaar openbaar vervoer",2023-09-07,/nieuwsbericht/sectornieuws/vervoer/2023/09/investeer-in-beter-en-betaalbaar-ov,"Toon een visie over de ontwikkeling van het openbaar vervoer (ov) in Nederland. Waarbij er niet wordt gekeken naar het aantal verkochte vervoersbewijzen, maar naar de maatschappelijke en economische bijdrage. En er een goede en betrouwbare verbinding komt tussen de stad en het platteland. Dat is de oproep die FNV bestuurders Henri Janssen (FNV Spoor) en Marijn van der Gaag (FNV Streekvervoer) vandaag in een ingezonden brief aan de politiek doen.

Het ov is voor Nederland een cruciale publieke voorziening. Een betrouwbare en landelijk dekkende dienstregeling met snelle verbindingen in heel Nederland is van groot economisch en sociaal belang en zorgt ervoor dat mensen de auto meer laten staan. Wat weer immense voordelen voor het klimaat biedt. Maar de bestuurders maken zich zorgen over de slechte staat waarin het ov verkeert. De bereikbaarheid van het platteland en het aantal reizigers neemt af, terwijl de ritprijzen alleen maar stijgen. Dat is niet zoals overheid, politiek en burgers het ooit voor ogen hadden.

Politiek, grijp in

Janssen en Van der Gaag pleiten daarom om gezamenlijk de handschoen op te pakken en de achteruitgang van het ov te lijf gaan. Als eerste moet de politiek investeren in goede en 25% extra, betrouwbare en snellere verbindingen tussen stad en platteland. Als het ov een betrouwbaar en betaalbaar alternatief voor de auto wordt, laat men uiteindelijk de auto steeds meer staan. Een investering in het ov draag zo bij aan het klimaat, wonen, werken, de economie en sociale cohesie.

Oorzaak bekend

Tot slot geven de bestuurders aan dat de problemen in het openbaar vervoer en de oorzaken ervan, al veelvuldig door de FNV zijn aangekaart. De witboeken waar de problemen worden beschreven zijn bij de politici bekend. De politiek is ernstig debet aan deze problemen, en kan dus nu ook de weg naar een oplossing bieden. De vakbond wil hier graag bij helpen. Om samen naar kansen te zoeken met betrekking tot de belangrijkste opgaven van ons land voor de toekomst. Om te investeren in beter bereikbaar, betrouwbaar en betaalbaar openbaar vervoer!

Lees de volledige brief aan de politiek

Lees het witboek steun het spoor

Lees het witboek De toekomst van het Nederlandse spoor

Lees het witboek Streekvervoer, verlagen werkdruk"
